Reason,Description,Title,Rationale,condition,Result,ID,command,Policy ID,Remediation,Compliance,Rules
,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /tmp partition.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /tmp.",all,passed,36010,findmnt -kn /tmp,sca_distro_independent_linux,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /tmp : # mount -o remount,nosuid /tmp or Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to add nosuid to the /tmp mount options: [Mount] Options=mode=1777,strictatime,noexec,nodev,nosuid Run the following command to remount /tmp : # mount -o remount,nosuid /tmp.","[{""key"":""cis"",""value"":""1.1.4""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /tmp -> r:nosuid""}]"
,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /tmp partition.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot run executable binaries from /tmp.",all,failed,36011,findmnt -kn /tmp,sca_distro_independent_linux,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /tmp : # mount -o remount,noexec /tmp or Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to add noexec to the /tmp mount options: [Mount] Options=mode=1777,strictatime,noexec,nodev,nosuid Run the following command to remount /tmp : # mount -o remount,noexec /tmp.","[{""key"":""cis"",""value"":""1.1.5""},{""key"":""cis_csc_v7"",""value"":""2.6""},{""key"":""cmmc_v2.0"",""value"":""CM.2.063,CM.3.069,CM.4.073""},{""key"":""iso_27001-2013"",""value"":""A.12.5.1,A.12.6.2""},{""key"":""mitre_techniques"",""value"":""T1028,T1046,T1052,T1064,T1076,T1086,T1091,T1092,T1118,T1121,T1127,T1133,T1137,T1164,T1170,T1171,T1173,T1175,T1180,T1184,T1191,T1210,T1221,T1519""},{""key"":""nist_sp_800-53"",""value"":""CM-11""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /tmp -> r:noexec""}]"
,The /var directory is used by daemons and other system services to temporarily store dynamic data. Some directories created by these processes may be world-writable.,Ensure separate partition exists for /var.,"Since the /var directory may contain world-writable files and directories, there is a risk of resource exhaustion if it is not bound to a separate partition.",all,passed,36012,findmnt -kn /var,sca_distro_independent_linux,"For new installations, during installation create a custom partition setup and specify a separate partition for /var . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","[{""key"":""cis"",""value"":""1.1.6""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var -> r:\\s*/var\\s""}]"
,The /var/tmp directory is a world-writable directory used for temporary storage by all users and some applications.,Ensure separate partition exists for /var/tmp.,"Since the /var/tmp directory is intended to be world-writable, there is a risk of resource exhaustion if it is not bound to a separate partition. In addition, making /var/tmp its own file system allows an administrator to set the noexec option on the mount, making /var/tmp useless for an attacker to install executable code. It would also prevent an attacker from establishing a hardlink to a system setuid program and wait for it to be updated. Once the program was updated, the hardlink would be broken and the attacker would have his own copy of the program. If the program happened to have a security vulnerability, the attacker could continue to exploit the known flaw.",all,failed,36013,findmnt -kn /var/tmp,sca_distro_independent_linux,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/tmp . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","[{""key"":""cis"",""value"":""1.1.7""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/tmp -> r:\\s*/var/tmp\\s""}]"
,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /var/tmp partition.,"Since the /var/tmp filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /var/tmp.",all,failed,36014,findmnt -kn /var/tmp,sca_distro_independent_linux,"Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp : # mount -o remount,nodev /var/tmp.","[{""key"":""cis"",""value"":""1.1.8""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/tmp -> r:nodev""}]"
,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var/tmp partition.,"Since the /var/tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /var/tmp.",all,failed,36015,findmnt -kn /var/tmp,sca_distro_independent_linux,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp : # mount -o remount,nosuid /var/tmp.","[{""key"":""cis"",""value"":""1.1.9""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/tmp -> r:nosuid""}]"
,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /var/tmp partition.,"Since the /var/tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot run executable binaries from /var/tmp.",all,failed,36016,findmnt -kn /var/tmp,sca_distro_independent_linux,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp : # mount -o remount,noexec /var/tmp.","[{""key"":""cis"",""value"":""1.1.10""},{""key"":""cis_csc_v7"",""value"":""2.6""},{""key"":""cmmc_v2.0"",""value"":""CM.2.063,CM.3.069,CM.4.073""},{""key"":""iso_27001-2013"",""value"":""A.12.5.1,A.12.6.2""},{""key"":""mitre_techniques"",""value"":""T1028,T1046,T1052,T1064,T1076,T1086,T1091,T1092,T1118,T1121,T1127,T1133,T1137,T1164,T1170,T1171,T1173,T1175,T1180,T1184,T1191,T1210,T1221,T1519""},{""key"":""nist_sp_800-53"",""value"":""CM-11""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/tmp -> r:noexec""}]"
,The /var/log directory is used by system services to store log data.,Ensure separate partition exists for /var/log.,There are two important reasons to ensure that system logs are stored on a separate partition: protection against resource exhaustion (since logs can grow quite large) and protection of audit data.,all,failed,36017,findmnt -kn /var/log,sca_distro_independent_linux,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","[{""key"":""cis"",""value"":""1.1.11""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""iso_27001-2013"",""value"":""A.12.4.1""},{""key"":""nist_sp_800-53"",""value"":""AU-4""},{""key"":""pci_dss_v3.2.1"",""value"":""10.7""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/log -> r:\\s*/var/log\\s""}]"
,"The auditing daemon, auditd , stores log data in the /var/log/audit directory.",Ensure separate partition exists for /var/log/audit.,"There are two important reasons to ensure that data gathered by auditd is stored on a separate partition: protection against resource exhaustion (since the audit.log file can grow quite large) and protection of audit data. The audit daemon calculates how much free space is left and performs actions based on the results. If other processes (such as syslog) consume space in the same partition as auditd , it may not perform as desired.",all,failed,36018,findmnt -kn /var/log/audit,sca_distro_independent_linux,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log/audit . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","[{""key"":""cis"",""value"":""1.1.12""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""iso_27001-2013"",""value"":""A.12.4.1""},{""key"":""nist_sp_800-53"",""value"":""AU-4""},{""key"":""pci_dss_v3.2.1"",""value"":""10.7""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /var/log/audit -> r:\\s*/var/log/audit\\s""}]"
,The /home directory is used to support disk storage needs of local users.,Ensure separate partition exists for /home.,"If the system is intended to support local users, create a separate partition for the /home directory to protect against resource exhaustion and restrict the type of files that can be stored under /home.",all,passed,36019,findmnt -kn /home,sca_distro_independent_linux,"For new installations, during installation create a custom partition setup and specify a separate partition for /home . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","[{""key"":""cis"",""value"":""1.1.13""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /home -> r:\\s*/home\\s""}]"
,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /home partition.,"Since the user partitions are not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices.",all,failed,36020,findmnt -kn /home,sca_distro_independent_linux,"Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. See the fstab(5) manual page for more information. # mount -o remount,nodev /home Notes: The actions in this recommendation refer to the /homepartition, which is the default user partition that is defined in many distributions. If you have created other user partitions, it is recommended that the Remediation and Audit steps be applied to these partitions as well.","[{""key"":""cis"",""value"":""1.1.14""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /home -> r:nodev""}]"
,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /dev/shm partition.,"Since the /dev/shm filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create special devices in /dev/shm partitions.",all,passed,36021,findmnt -kn /dev/shm,sca_distro_independent_linux,"Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm : # mount -o remount,nodev /dev/shm Notes: Some distributions mount /dev/shm through other means and require /dev/shm to be added to /etc/fstab even though it is already being mounted on boot. Others may configure /dev/shm in other locations and may override /etc/fstab configuration. Consult the documentation appropriate for your distribution.","[{""key"":""cis"",""value"":""1.1.15""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /dev/shm -> r:nodev""}]"
,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /dev/shm partition.,Setting this option on a file system prevents users from introducing privileged programs onto the system and allowing non-root users to execute them.,all,passed,36022,findmnt -kn /dev/shm,sca_distro_independent_linux,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm : # mount -o remount,nosuid /dev/shm Notes: Some distributions mount /dev/shm through other means and require /dev/shm to be added to /etc/fstab even though it is already being mounted on boot. Others may configure /dev/shm in other locations and may override /etc/fstab configuration. Consult the documentation appropriate for your distribution.","[{""key"":""cis"",""value"":""1.1.16""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /dev/shm -> r:nosuid""}]"
,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /dev/shm partition.,Setting this option on a file system prevents users from executing programs from shared memory. This deters users from introducing potentially malicious software on the system.,all,failed,36023,findmnt -kn /dev/shm,sca_distro_independent_linux,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm: # mount -o remount,noexec /dev/shm Notes: Some distributions mount /dev/shm through other means and require /dev/shm to be added to /etc/fstab even though it is already being mounted on boot. Others may configure /dev/shm in other locations and may override /etc/fstab configuration. Consult the documentation appropriate for your distribution.","[{""key"":""cis"",""value"":""1.1.17""},{""key"":""cis_csc_v7"",""value"":""2.6""},{""key"":""cmmc_v2.0"",""value"":""CM.2.063,CM.3.069,CM.4.073""},{""key"":""iso_27001-2013"",""value"":""A.12.5.1,A.12.6.2""},{""key"":""mitre_techniques"",""value"":""T1028,T1046,T1052,T1064,T1076,T1086,T1091,T1092,T1118,T1121,T1127,T1133,T1137,T1164,T1170,T1171,T1173,T1175,T1180,T1184,T1191,T1210,T1221,T1519""},{""key"":""nist_sp_800-53"",""value"":""CM-11""}]","[{""type"":""command"",""rule"":""c:findmnt -kn /dev/shm -> r:noexec""}]"
,"autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.",Disable Automounting.,With automounting enabled anyone with physical access could attach a USB drive or disc and have its contents available in system even if they lacked permissions to mount it themselves.,all,passed,36024,systemctl is-enabled autofs,sca_distro_independent_linux,Run one of the following commands to disable autofs : # chkconfig autofs off # systemctl disable autofs # update-rc.d autofs disable.,"[{""key"":""cis"",""value"":""1.1.22""},{""key"":""cis_csc_v7"",""value"":""8.4""},{""key"":""cmmc_v2.0"",""value"":""SI.1.213""},{""key"":""iso_27001-2013"",""value"":""A.12.2.1""},{""key"":""mitre_techniques"",""value"":""T1027,T1045,T1091,T1193,T1194,T1200,T1215,T1221""},{""key"":""nist_sp_800-53"",""value"":""SI-3""}]","[{""type"":""numeric"",""rule"":""not c:systemctl is-enabled autofs -> r:enabled""}]"
,USB storage provides a means to transfer and store files insuring persistence and availability of the files independent of network connection status. Its popularity and utility has led to USB-based malware being a simple and common means for network infiltration and a first step to establishing a persistent threat within a networked environment.,Disable USB Storage.,Restricting USB access on the system will decrease the physical attack surface for a device and diminish the possible vectors to introduce malware.,all,failed,36025,modprobe -n -v usb-storage,sca_distro_independent_linux,Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vim /etc/modprobe.d/usb-storage.conf and add the following line: install usb-storage /bin/true Run the following command to unload the usb-storage module: rmmod usb-storage.,"[{""key"":""cis"",""value"":""1.1.23""},{""key"":""cis_csc_v7"",""value"":""8.4""},{""key"":""cmmc_v2.0"",""value"":""SI.1.213""},{""key"":""iso_27001-2013"",""value"":""A.12.2.1""},{""key"":""mitre_techniques"",""value"":""T1027,T1045,T1091,T1193,T1194,T1200,T1215,T1221""},{""key"":""nist_sp_800-53"",""value"":""SI-3""}]","[{""type"":""command"",""rule"":""c:modprobe -n -v usb-storage -> r:install /bin/false|install /bin/true""},{""type"":""numeric"",""rule"":""not c:lsmod -> r:usb-storage""}]"
,"AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system.",Ensure AIDE is installed.,By monitoring the filesystem state compromised files can be detected to prevent or limit the exposure of accidental or malicious misconfigurations or modified binaries.,all,failed,36026,which aide,sca_distro_independent_linux,Install AIDE using the appropriate package manager or manual installation: # yum install aide # dnf install aide # apt-get install aide # zypper install aide # emerge aide Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Initialize AIDE: # aide --init.,"[{""key"":""cis"",""value"":""1.3.1""},{""key"":""cis_csc_v7"",""value"":""14.9""},{""key"":""cmmc_v2.0"",""value"":""AU.3.050""},{""key"":""iso_27001-2013"",""value"":""A.12.4.3""},{""key"":""nist_sp_800-53"",""value"":""AU-3""},{""key"":""pci_dss_v3.2.1"",""value"":""10.2.1,11.5""}]","[{""type"":""command"",""rule"":""c:which aide -> r:/aide""}]"
